512 15
1024 34
1536 5
2048 4
2560 1
3072 3
3584 2
4096 723
4608 1
5632 1
8192 156
10240 2
12288 2
14336 1
16384 1
20480 6
24576 1
28672 1
32768 1
40960 1
41984 1
49152 3
50176 1
53248 1
61440 23
65536 10
